,YearStart,LocationAbbr,LocationDesc,Question,Data_Value,Data_Value_Alt,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,LocationID,StratificationCategory1,Stratification1
47001,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,36.1,36.1,791.0,,,,,"$25,000 - $34,999",,"(44.6613195430005, -84.71439026999968)",26,Income,"$25,000 - $34,999"
47002,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,36.2,36.2,1056.0,,,,,"$15,000 - $24,999",,"(44.6613195430005, -84.71439026999968)",26,Income,"$15,000 - $24,999"
47003,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,31.2,31.2,8329.0,Total,,,,,,"(44.6613195430005, -84.71439026999968)",26,Total,Total
47004,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Hawaiian/Pacific Islander
47005,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,9.0,9.0,126.0,,,,,,Asian,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Asian
47006,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,22.3,22.3,54.0,,,,,,Other,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Other
47007,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,29.8,29.8,6741.0,,,,,,Non-Hispanic White,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Non-Hispanic White
47008,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,34.9,34.9,170.0,,,,,,2 or more races,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,2 or more races
47009,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,37.5,37.5,59.0,,,,,,American Indian/Alaska Native,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,American Indian/Alaska Native
47010,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,40.2,40.2,875.0,,,,,,Non-Hispanic Black,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Non-Hispanic Black
47011,2015,MI,Michigan,Percent of adults aged 18 years and older who have obesity,41.0,41.0,189.0,,,,,,Hispanic,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Hispanic
47012,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,24.9,24.9,616.0,,18 - 24,,,,,"(44.6613195430005, -84.71439026999968)",26,Age (years),18 - 24
47013,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,32.8,32.8,934.0,,35 - 44,,,,,"(44.6613195430005, -84.71439026999968)",26,Age (years),35 - 44
47014,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,34.4,34.4,825.0,,25 - 34,,,,,"(44.6613195430005, -84.71439026999968)",26,Age (years),25 - 34
47015,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,35.6,35.6,1415.0,,45 - 54,,,,,"(44.6613195430005, -84.71439026999968)",26,Age (years),45 - 54
47016,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,39.0,39.0,1848.0,,55 - 64,,,,,"(44.6613195430005, -84.71439026999968)",26,Age (years),55 - 64
47017,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,39.9,39.9,2691.0,,65 or older,,,,,"(44.6613195430005, -84.71439026999968)",26,Age (years),65 or older
47018,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,33.2,33.2,2271.0,,,High school graduate,,,,"(44.6613195430005, -84.71439026999968)",26,Education,High school graduate
47019,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,34.9,34.9,2482.0,,,Some college or technical school,,,,"(44.6613195430005, -84.71439026999968)",26,Education,Some college or technical school
47020,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,36.6,36.6,420.0,,,Less than high school,,,,"(44.6613195430005, -84.71439026999968)",26,Education,Less than high school
47021,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,36.9,36.9,3143.0,,,College graduate,,,,"(44.6613195430005, -84.71439026999968)",26,Education,College graduate
47022,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,29.8,29.8,4602.0,,,,Female,,,"(44.6613195430005, -84.71439026999968)",26,Gender,Female
47023,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,40.3,40.3,3727.0,,,,Male,,,"(44.6613195430005, -84.71439026999968)",26,Gender,Male
47024,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,29.4,29.4,674.0,,,,,"Less than $15,000",,"(44.6613195430005, -84.71439026999968)",26,Income,"Less than $15,000"
47025,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,32.7,32.7,1056.0,,,,,"$15,000 - $24,999",,"(44.6613195430005, -84.71439026999968)",26,Income,"$15,000 - $24,999"
47026,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,33.2,33.2,1236.0,,,,,Data not reported,,"(44.6613195430005, -84.71439026999968)",26,Income,Data not reported
47027,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,1050.0,,,,,"$35,000 - $49,999",,"(44.6613195430005, -84.71439026999968)",26,Income,"$35,000 - $49,999"
47028,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,791.0,,,,,"$25,000 - $34,999",,"(44.6613195430005, -84.71439026999968)",26,Income,"$25,000 - $34,999"
47029,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,1197.0,,,,,"$50,000 - $74,999",,"(44.6613195430005, -84.71439026999968)",26,Income,"$50,000 - $74,999"
47030,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,39.2,39.2,2325.0,,,,,"$75,000 or greater",,"(44.6613195430005, -84.71439026999968)",26,Income,"$75,000 or greater"
47031,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,8329.0,Total,,,,,,"(44.6613195430005, -84.71439026999968)",26,Total,Total
47032,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Hawaiian/Pacific Islander
47033,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,29.4,29.4,189.0,,,,,,Hispanic,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Hispanic
47034,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,29.9,29.9,126.0,,,,,,Asian,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Asian
47035,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,30.0,30.0,59.0,,,,,,American Indian/Alaska Native,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,American Indian/Alaska Native
47036,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,31.0,31.0,170.0,,,,,,2 or more races,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,2 or more races
47037,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,32.7,32.7,875.0,,,,,,Non-Hispanic Black,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Non-Hispanic Black
47038,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,54.0,,,,,,Other,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Other
47039,2015,MI,Michigan,Percent of adults aged 18 years and older who have an overweight classification,35.7,35.7,6741.0,,,,,,Non-Hispanic White,"(44.6613195430005, -84.71439026999968)",26,Race/Ethnicity,Non-Hispanic White
47040,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,13.1,13.1,993.0,,18 - 24,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),18 - 24
47041,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,21.0,21.0,1610.0,,25 - 34,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),25 - 34
47042,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,28.3,28.3,1942.0,,35 - 44,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),35 - 44
47043,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,28.5,28.5,4688.0,,65 or older,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),65 or older
47044,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,31.7,31.7,2647.0,,45 - 54,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),45 - 54
47045,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,21.8,21.8,6094.0,,,College graduate,,,,"(46.35564873600049, -94.79420050299967)",27,Education,College graduate
47046,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,27.0,27.0,4839.0,,,Some college or technical school,,,,"(46.35564873600049, -94.79420050299967)",27,Education,Some college or technical school
47047,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,28.8,28.8,3800.0,,,High school graduate,,,,"(46.35564873600049, -94.79420050299967)",27,Education,High school graduate
47048,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,30.3,30.3,586.0,,,Less than high school,,,,"(46.35564873600049, -94.79420050299967)",27,Education,Less than high school
47049,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,24.3,24.3,8083.0,,,,Female,,,"(46.35564873600049, -94.79420050299967)",27,Gender,Female
47050,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,27.8,27.8,7257.0,,,,Male,,,"(46.35564873600049, -94.79420050299967)",27,Gender,Male
47051,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,21.3,21.3,2046.0,,,,,Data not reported,,"(46.35564873600049, -94.79420050299967)",27,Income,Data not reported
47052,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,23.2,23.2,4992.0,,,,,"$75,000 or greater",,"(46.35564873600049, -94.79420050299967)",27,Income,"$75,000 or greater"
47053,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,26.5,26.5,1975.0,,,,,"$35,000 - $49,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$35,000 - $49,999"
47054,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,29.3,29.3,2421.0,,,,,"$50,000 - $74,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$50,000 - $74,999"
47055,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,29.9,29.9,1373.0,,,,,"$25,000 - $34,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$25,000 - $34,999"
47056,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,30.1,30.1,825.0,,,,,"Less than $15,000",,"(46.35564873600049, -94.79420050299967)",27,Income,"Less than $15,000"
47057,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,31.1,31.1,1708.0,,,,,"$15,000 - $24,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$15,000 - $24,999"
47058,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,26.1,26.1,15340.0,Total,,,,,,"(46.35564873600049, -94.79420050299967)",27,Total,Total
47059,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Hawaiian/Pacific Islander
47060,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Other
47061,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,10.6,10.6,226.0,,,,,,Asian,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Asian
47062,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,22.2,22.2,135.0,,,,,,2 or more races,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,2 or more races
47063,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,25.2,25.2,405.0,,,,,,Non-Hispanic Black,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Non-Hispanic Black
47064,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,26.7,26.7,13878.0,,,,,,Non-Hispanic White,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Non-Hispanic White
47065,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,29.4,29.4,311.0,,,,,,Hispanic,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Hispanic
47066,2015,MN,Minnesota,Percent of adults aged 18 years and older who have obesity,40.9,40.9,167.0,,,,,,American Indian/Alaska Native,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,American Indian/Alaska Native
47067,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,25.2,25.2,993.0,,18 - 24,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),18 - 24
47068,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,1610.0,,25 - 34,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),25 - 34
47069,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,38.3,38.3,1942.0,,35 - 44,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),35 - 44
47070,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,38.5,38.5,2647.0,,45 - 54,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),45 - 54
47071,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,39.3,39.3,3460.0,,55 - 64,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),55 - 64
47072,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,40.3,40.3,4688.0,,65 or older,,,,,"(46.35564873600049, -94.79420050299967)",27,Age (years),65 or older
47073,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,33.4,33.4,586.0,,,Less than high school,,,,"(46.35564873600049, -94.79420050299967)",27,Education,Less than high school
47074,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,36.4,36.4,4839.0,,,Some college or technical school,,,,"(46.35564873600049, -94.79420050299967)",27,Education,Some college or technical school
47075,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,37.4,37.4,3800.0,,,High school graduate,,,,"(46.35564873600049, -94.79420050299967)",27,Education,High school graduate
47076,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,37.4,37.4,6094.0,,,College graduate,,,,"(46.35564873600049, -94.79420050299967)",27,Education,College graduate
47077,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,30.5,30.5,8083.0,,,,Female,,,"(46.35564873600049, -94.79420050299967)",27,Gender,Female
47078,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,42.4,42.4,7257.0,,,,Male,,,"(46.35564873600049, -94.79420050299967)",27,Gender,Male
47079,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,32.2,32.2,1708.0,,,,,"$15,000 - $24,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$15,000 - $24,999"
47080,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,825.0,,,,,"Less than $15,000",,"(46.35564873600049, -94.79420050299967)",27,Income,"Less than $15,000"
47081,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,34.5,34.5,2046.0,,,,,Data not reported,,"(46.35564873600049, -94.79420050299967)",27,Income,Data not reported
47082,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,1373.0,,,,,"$25,000 - $34,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$25,000 - $34,999"
47083,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,36.2,36.2,2421.0,,,,,"$50,000 - $74,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$50,000 - $74,999"
47084,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,38.4,38.4,1975.0,,,,,"$35,000 - $49,999",,"(46.35564873600049, -94.79420050299967)",27,Income,"$35,000 - $49,999"
47085,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,39.5,39.5,4992.0,,,,,"$75,000 or greater",,"(46.35564873600049, -94.79420050299967)",27,Income,"$75,000 or greater"
47086,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,36.7,36.7,15340.0,Total,,,,,,"(46.35564873600049, -94.79420050299967)",27,Total,Total
47087,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Hawaiian/Pacific Islander
47088,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Other,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Other
47089,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,226.0,,,,,,Asian,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Asian
47090,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,167.0,,,,,,American Indian/Alaska Native,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,American Indian/Alaska Native
47091,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,135.0,,,,,,2 or more races,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,2 or more races
47092,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,13878.0,,,,,,Non-Hispanic White,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Non-Hispanic White
47093,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,37.2,37.2,311.0,,,,,,Hispanic,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Hispanic
47094,2015,MN,Minnesota,Percent of adults aged 18 years and older who have an overweight classification,38.3,38.3,405.0,,,,,,Non-Hispanic Black,"(46.35564873600049, -94.79420050299967)",27,Race/Ethnicity,Non-Hispanic Black
47095,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,30.8,30.8,2291.0,,65 or older,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),65 or older
47096,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,32.7,32.7,453.0,,25 - 34,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),25 - 34
47097,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,32.8,32.8,224.0,,18 - 24,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),18 - 24
47098,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,36.7,36.7,1302.0,,55 - 64,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),55 - 64
47099,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,37.0,37.0,823.0,,45 - 54,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),45 - 54
47100,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,44.3,44.3,571.0,,35 - 44,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),35 - 44
47101,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,30.9,30.9,1573.0,,,College graduate,,,,"(32.745510099000455, -89.53803082499968)",28,Education,College graduate
47102,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,35.0,35.0,1783.0,,,High school graduate,,,,"(32.745510099000455, -89.53803082499968)",28,Education,High school graduate
47103,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,37.2,37.2,1532.0,,,Some college or technical school,,,,"(32.745510099000455, -89.53803082499968)",28,Education,Some college or technical school
47104,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,38.2,38.2,763.0,,,Less than high school,,,,"(32.745510099000455, -89.53803082499968)",28,Education,Less than high school
47105,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,33.9,33.9,2052.0,,,,Male,,,"(32.745510099000455, -89.53803082499968)",28,Gender,Male
47106,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,37.2,37.2,3612.0,,,,Female,,,"(32.745510099000455, -89.53803082499968)",28,Gender,Female
47107,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,27.0,27.0,924.0,,,,,Data not reported,,"(32.745510099000455, -89.53803082499968)",28,Income,Data not reported
47108,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,30.5,30.5,910.0,,,,,"$75,000 or greater",,"(32.745510099000455, -89.53803082499968)",28,Income,"$75,000 or greater"
47109,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,35.2,35.2,577.0,,,,,"$50,000 - $74,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$50,000 - $74,999"
47110,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,35.8,35.8,609.0,,,,,"$35,000 - $49,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$35,000 - $49,999"
47111,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,36.5,36.5,604.0,,,,,"$25,000 - $34,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$25,000 - $34,999"
47112,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,40.1,40.1,1137.0,,,,,"$15,000 - $24,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$15,000 - $24,999"
47113,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,43.1,43.1,903.0,,,,,"Less than $15,000",,"(32.745510099000455, -89.53803082499968)",28,Income,"Less than $15,000"
47114,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,35.6,35.6,5664.0,Total,,,,,,"(32.745510099000455, -89.53803082499968)",28,Total,Total
47115,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,,2 or more races,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,2 or more races
47116,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,,American Indian/Alaska Native,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,American Indian/Alaska Native
47117,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Asian,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Asian
47118,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Hawaiian/Pacific Islander
47119,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hispanic,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Hispanic
47120,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Other
47121,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,31.0,31.0,3578.0,,,,,,Non-Hispanic White,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Non-Hispanic White
47122,2015,MS,Mississippi,Percent of adults aged 18 years and older who have obesity,43.7,43.7,1959.0,,,,,,Non-Hispanic Black,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Non-Hispanic Black
47123,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,21.9,21.9,224.0,,18 - 24,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),18 - 24
47124,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,453.0,,25 - 34,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),25 - 34
47125,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,34.4,34.4,571.0,,35 - 44,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),35 - 44
47126,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,37.0,37.0,1302.0,,55 - 64,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),55 - 64
47127,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,37.0,37.0,2291.0,,65 or older,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),65 or older
47128,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,40.4,40.4,823.0,,45 - 54,,,,,"(32.745510099000455, -89.53803082499968)",28,Age (years),45 - 54
47129,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,32.9,32.9,1532.0,,,Some college or technical school,,,,"(32.745510099000455, -89.53803082499968)",28,Education,Some college or technical school
47130,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,33.1,33.1,763.0,,,Less than high school,,,,"(32.745510099000455, -89.53803082499968)",28,Education,Less than high school
47131,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,1783.0,,,High school graduate,,,,"(32.745510099000455, -89.53803082499968)",28,Education,High school graduate
47132,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,37.9,37.9,1573.0,,,College graduate,,,,"(32.745510099000455, -89.53803082499968)",28,Education,College graduate
47133,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,28.7,28.7,3612.0,,,,Female,,,"(32.745510099000455, -89.53803082499968)",28,Gender,Female
47134,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,40.6,40.6,2052.0,,,,Male,,,"(32.745510099000455, -89.53803082499968)",28,Gender,Male
47135,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,27.3,27.3,903.0,,,,,"Less than $15,000",,"(32.745510099000455, -89.53803082499968)",28,Income,"Less than $15,000"
47136,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,32.8,32.8,604.0,,,,,"$25,000 - $34,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$25,000 - $34,999"
47137,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,33.2,33.2,1137.0,,,,,"$15,000 - $24,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$15,000 - $24,999"
47138,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,33.8,33.8,577.0,,,,,"$50,000 - $74,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$50,000 - $74,999"
47139,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,34.6,34.6,924.0,,,,,Data not reported,,"(32.745510099000455, -89.53803082499968)",28,Income,Data not reported
47140,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,39.2,39.2,609.0,,,,,"$35,000 - $49,999",,"(32.745510099000455, -89.53803082499968)",28,Income,"$35,000 - $49,999"
47141,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,40.8,40.8,910.0,,,,,"$75,000 or greater",,"(32.745510099000455, -89.53803082499968)",28,Income,"$75,000 or greater"
47142,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,34.5,34.5,5664.0,Total,,,,,,"(32.745510099000455, -89.53803082499968)",28,Total,Total
47143,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,2 or more races,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,2 or more races
47144,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,American Indian/Alaska Native,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,American Indian/Alaska Native
47145,2015,MS,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Asian,"(32.745510099000455, -89.53803082499968)",28,Race/Ethnicity,Asian
